respondent_id,true_segment,age_group,gender,city_tier,occupation,income_bracket,education,cricket_role,practice_days,data_importance,fantasy_cricket,pod_interest,monthly_rec_spend,psm_too_cheap,psm_reasonable,psm_expensive,psm_too_expensive,membership_wtp,digital_spend,food_delivery_freq,influence_source,tech_adoption,distance_tolerance,preferred_timeslot,nps_score,pod_conversion,pod_conversion_binary,realistic_monthly_spend,use_academy,use_boxcricket,use_bowlingmachine,use_homenet,use_videoanalysis,use_mobilegame,use_gym,disc_freetrial,disc_buy5get1,disc_student,disc_family,disc_offpeak,disc_referral,disc_academy,disc_corporate,feat_ai,feat_bowlingmachine,feat_batspeed,feat_footwork,feat_videoreplay,feat_leaderboard,feat_progressreport,feat_appbooking,brand_mrf,brand_sg,brand_ss,brand_kookaburra,brand_graynicolls,brand_adidasnike,brand_decathlon,brand_nopref,addon_smartbat,addon_wearables,addon_aicoaching,addon_highlights,addon_fitness,addon_merch,stream_hotstar,stream_jiocinema,stream_netflix,stream_prime,stream_youtube,stream_sonyliv,act_gym,act_yoga,act_othersport,act_swimming,act_videogaming,act_running,past_boxcricket,past_trampoline,past_vr,past_bowling,past_gokarting,past_fitclass,past_academy,past_golf,frust_nodata,frust_coachattention,frust_timing,frust_crowded,frust_distance,frust_cost,frust_equipment,frust_notracking,bar_price,bar_location,bar_humancoach,bar_aidistrust,bar_time,bar_notserious,bar_academy,bar_safety,bar_social,hh_self,hh_child,hh_spouse,hh_sibling,hh_parent
R0041,Recreational_Adult,19-25,Male,Tier 1,College student,Below 20K,12th/Diploma,Occasional,5-6,4,Occasional,4,1001-2500,50-99,150-199,200-299,600-799,Up to 499,501-1000,Rarely,Social media,Early adopter,Up to 3km,Evening,7,Yes - if price right,1.0,1226.0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1.0,,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0
R0042,Corporate_Fan,36-50,Female,Metro,Salaried private,75K-150K,Masters+,Regular,1-2,2,Active,4,1-500,,150-199,300-399,500-599,Would not subscribe,501-1000,Daily,Self,Late majority,Up to 3km,Early morning,6,Maybe,,252.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0
R0043,Semi_Pro,19-25,Male,Tier 2,Salaried govt,40K-75K,Masters+,Competitive,3-4,5,Active,4,2501-5000,100-149,250-299,300-399,800+,Would not subscribe,0,Daily,Coach,Late majority,Up to 3km,Evening,10,Yes - if price right,1.0,3976.0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1.0,1.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,1,0,0
R0044,Recreational_Adult,36-50,Female,Rural,Salaried private,40K-75K,12th/Diploma,Regular,1-2,3,Not interested,3,501-1000,100-149,150-199,200-299,600-799,Would not subscribe,201-500,1-2/week,Coach,Early adopter,Up to 10km,Evening,9,Maybe,,869.0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,,1.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,1,0
R0045,Corporate_Fan,50+,Male,Metro,Professional,40K-75K,Bachelors,Regular,1-2,2,Active,2,2501-5000,150-199,250-299,600+,600-799,Up to 499,Above 1000,3-4/week,Parents/Family,Late majority,Up to 5km,Night,3,Unlikely,0.0,3514.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0
R0046,Corporate_Fan,19-25,Male,Metro,Salaried private,75K-150K,Masters+,Fan only,1-2,3,Occasional,4,1-500,200-249,300-349,600+,400-499,500-999,201-500,Daily,Parents/Family,Early majority,Up to 5km,Evening,6,Unlikely,0.0,382.0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
R0047,Recreational_Adult,19-25,Male,Metro,Salaried govt,40K-75K,Bachelors,Not interested,1-2,3,Active,3,1-500,50-99,200-249,500-599,400-499,Would not subscribe,501-1000,1-2/week,Self,Late majority,Up to 5km,Night,5,Unlikely,0.0,126.0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.0,,1.0,1.0,1.0,,1.0,,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1,0,0
R0048,Recreational_Adult,26-35,Male,Metro,Other,40K-75K,Bachelors,Competitive,1-2,3,Active,3,1-500,200-249,150-199,600+,600-799,Up to 499,501-1000,3-4/week,Friends/Teammates,Tech avoider,Up to 5km,Evening,6,Yes - if price right,1.0,513.0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,0,1,0,0
R0049,Semi_Pro,15-18,Male,Metro,Salaried private,Above 150K,Bachelors,Competitive,Daily,3,Aware not using,3,Above 5000,100-149,250-299,500-599,800+,Up to 499,201-500,3-4/week,Parents/Family,Laggard,Up to 3km,Night,7,Yes - definitely,1.0,4500.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0
R0050,Rising_Star,15-18,Male,Tier 1,College student,40K-75K,Bachelors,Fan only,5-6,4,Occasional,5,1001-2500,100-149,100-149,500-599,600-799,1000-1999,501-1000,1-2/week,Parents/Family,Early majority,Up to 3km,Early morning,5,Yes - if price right,1.0,1357.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0
R0051,Rising_Star,36-50,Female,Tier 1,School student,Below 20K,12th/Diploma,Regular,5-6,2,Aware not using,1,501-1000,50-99,250-299,200-299,600-799,500-999,1-200,Daily,Friends/Teammates,Late majority,Up to 3km,Evening,6,Yes - definitely,1.0,630.0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0
R0052,Rising_Star,Under 15,Male,Tier 1,Salaried private,Below 20K,Up to 10th,Competitive,3-4,3,Active,4,1-500,100-149,250-299,300-399,400-499,1000-1999,0,Daily,Parents/Family,Early majority,Up to 10km,Evening,7,Yes - if price right,1.0,402.0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,1
R0053,Corporate_Fan,26-35,Male,Tier 2,Professional,75K-150K,12th/Diploma,Competitive,5-6,1,Not interested,2,1-500,100-149,250-299,600+,500-599,500-999,501-1000,3-4/week,Celebrity,Late majority,Up to 10km,Night,7,Maybe,,349.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,0,0
R0054,Semi_Pro,26-35,Male,Metro,Salaried private,20K-40K,Bachelors,Competitive,5-6,5,Aware not using,5,501-1000,Below 50,200-249,400-499,500-599,500-999,501-1000,Rarely,Self,Early majority,Up to 10km,Morning,7,Yes - definitely,1.0,802.0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,,0.0,,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
R0055,Semi_Pro,15-18,Male,Metro,Homemaker,75K-150K,Masters+,Competitive,5-6,5,Not interested,3,501-1000,100-149,250-299,500-599,500-599,1000-1999,201-500,Daily,Parents/Family,Early majority,Up to 10km,Morning,7,Yes - definitely,1.0,969.0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1.0,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1
R0056,Corporate_Fan,26-35,Female,Metro,Salaried govt,40K-75K,Bachelors,Fan only,5-6,3,Active,2,2501-5000,100-149,250-299,500-599,400-499,Would not subscribe,1-200,3-4/week,Self,Early adopter,Within 1km,Night,7,Unlikely,0.0,2385.0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,1,1,1,0,0
R0057,Recreational_Adult,50+,Male,Metro,Salaried private,Below 20K,Bachelors,Occasional,3-4,3,Occasional,3,0,200-249,150-199,300-399,400-499,500-999,201-500,Rarely,Social media,Laggard,Up to 10km,Afternoon,7,Unlikely,0.0,35.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
R0058,Recreational_Adult,19-25,Other/PNS,Tier 1,Salaried private,40K-75K,Masters+,Occasional,3-4,4,Occasional,3,2501-5000,150-199,250-299,300-399,300-399,Up to 499,501-1000,3-4/week,Friends/Teammates,Laggard,Up to 5km,Evening,9,Yes - if price right,1.0,2956.0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1,0,0
R0059,Rising_Star,Under 15,Male,Tier 2,Salaried private,40K-75K,12th/Diploma,Occasional,5-6,3,Aware not using,4,0,100-149,150-199,400-499,300-399,500-999,201-500,3-4/week,Friends/Teammates,Early majority,Up to 10km,Morning,9,Yes - if price right,1.0,0.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0
R0060,Rising_Star,Under 15,Female,Tier 3,Self-employed,Above 150K,12th/Diploma,Occasional,3-4,4,Aware not using,5,1001-2500,100-149,250-299,300-399,400-499,500-999,1-200,Rarely,Parents/Family,Early majority,Any distance,Night,6,Yes - if price right,1.0,1552.0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0
R0061,Semi_Pro,26-35,Female,Tier 1,Salaried private,75K-150K,12th/Diploma,Regular,5-6,3,Occasional,5,1001-2500,100-149,300-349,400-499,500-599,1000-1999,201-500,1-2/week,Self,Early majority,Up to 5km,Afternoon,7,Yes - if price right,1.0,1897.0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1.0,1.0,1.0,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
R0062,Recreational_Adult,19-25,Female,Tier 1,College student,40K-75K,Bachelors,Occasional,0,3,Active,3,0,50-99,200-249,400-499,500-599,500-999,201-500,3-4/week,Parents/Family,Early majority,Up to 5km,Afternoon,8,Maybe,,61.0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,,1,0,0,0,0,0,1,0,0,0
R0063,Recreational_Adult,26-35,Male,Metro,Salaried private,75K-150K,Bachelors,Regular,1-2,4,Active,4,1001-2500,50-99,200-249,300-399,400-499,Would not subscribe,1-200,Daily,Coach,Early adopter,Up to 3km,Night,5,Yes - if price right,1.0,1875.0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,1,1,1,0,0,1
R0064,Corporate_Fan,19-25,Male,Metro,Self-employed,20K-40K,Masters+,Fan only,0,3,Active,3,501-1000,150-199,250-299,400-499,600-799,500-999,Above 1000,3-4/week,Self,Late majority,Any distance,Early morning,6,Yes - if price right,1.0,609.0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
R0065,Semi_Pro,19-25,Male,Metro,Homemaker,40K-75K,12th/Diploma,Competitive,3-4,5,Not interested,4,2501-5000,200-249,300-349,400-499,400-499,Up to 499,1-200,Rarely,Coach,Early adopter,Up to 5km,Early morning,6,Yes - definitely,1.0,4255.0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0
R0066,Recreational_Adult,36-50,Female,Tier 2,College student,Above 150K,Bachelors,Regular,5-6,3,Active,4,1001-2500,50-99,150-199,300-399,400-499,Up to 499,201-500,1-2/week,Friends/Teammates,Late majority,Up to 5km,Night,5,Maybe,,1879.0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,1,0,1,0,0,0,0
R0067,Recreational_Adult,26-35,Male,Tier 1,College student,40K-75K,12th/Diploma,Coach,0,2,Active,1,Above 5000,Below 50,200-249,600+,400-499,Would not subscribe,501-1000,1-2/week,Self,Laggard,Up to 10km,Afternoon,8,Maybe,,4500.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,1,0,1,1,0
R0068,Recreational_Adult,50+,Male,Metro,Salaried private,Above 150K,Masters+,Regular,3-4,3,Occasional,4,1001-2500,Below 50,250-299,300-399,300-399,500-999,201-500,1-2/week,Friends/Teammates,Early adopter,Up to 3km,Morning,7,Yes - if price right,1.0,1924.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0
R0069,Rising_Star,15-18,Female,Metro,School student,Below 20K,Up to 10th,Competitive,3-4,5,Active,4,1-500,100-149,100-149,600+,400-499,500-999,501-1000,3-4/week,Parents/Family,Early majority,Up to 5km,Afternoon,7,Yes - definitely,1.0,326.0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0.0,,,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,,0,1,0,1,1,1,0,0,0,0
R0070,Recreational_Adult,26-35,Male,Metro,Other,20K-40K,Bachelors,Regular,0,3,Not interested,3,501-1000,Below 50,150-199,500-599,500-599,1000-1999,1-200,Rarely,Self,Tech avoider,Up to 5km,Afternoon,6,Unlikely,0.0,847.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0,0,1,0,0,0,0
R0071,Rising_Star,19-25,Male,Tier 3,College student,20K-40K,Bachelors,Competitive,0,3,Active,5,1001-2500,100-149,250-299,500-599,300-399,500-999,201-500,3-4/week,Parents/Family,Late majority,Up to 5km,Night,10,Yes - definitely,1.0,1961.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
R0072,Recreational_Adult,19-25,Male,Metro,Salaried private,75K-150K,12th/Diploma,Regular,1-2,3,Not interested,3,1-500,Below 50,200-249,400-499,600-799,500-999,501-1000,3-4/week,Coach,Early majority,Up to 3km,Night,6,Yes - if price right,1.0,368.0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0
R0073,Corporate_Fan,26-35,Male,Metro,Salaried private,40K-75K,Bachelors,Occasional,1-2,1,Occasional,3,1001-2500,50-99,250-299,500-599,400-499,1000-1999,Above 1000,Daily,Friends/Teammates,Early majority,Within 1km,Night,7,Maybe,,1467.0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0
R0074,Rising_Star,19-25,Male,Metro,College student,40K-75K,Up to 10th,Regular,3-4,4,Occasional,4,1-500,,150-199,,400-499,Up to 499,201-500,1-2/week,Parents/Family,Late majority,Up to 5km,Evening,9,Yes - if price right,1.0,423.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0
R0075,Rising_Star,15-18,Male,Tier 2,Other,Below 20K,12th/Diploma,Regular,5-6,3,Occasional,4,1001-2500,200-249,200-249,300-399,600-799,1000-1999,1-200,3-4/week,Parents/Family,Early adopter,Up to 5km,Evening,10,Maybe,,1428.0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0
R0076,Recreational_Adult,26-35,Male,Tier 1,Salaried private,75K-150K,Masters+,Occasional,1-2,2,Aware not using,3,501-1000,50-99,200-249,300-399,500-599,Up to 499,1-200,1-2/week,Self,Late majority,Any distance,Afternoon,5,Unlikely,0.0,755.0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,1,1,0
R0077,Recreational_Adult,50+,Male,Tier 1,School student,40K-75K,Bachelors,Occasional,0,3,Aware not using,3,0,50-99,200-249,300-399,400-499,Up to 499,501-1000,1-2/week,Friends/Teammates,Early majority,Up to 10km,Evening,4,Maybe,,0.0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
R0078,Semi_Pro,15-18,Male,Tier 1,College student,20K-40K,Masters+,Competitive,3-4,5,Active,5,Above 5000,100-149,300-349,200-299,500-599,Above 3000,201-500,3-4/week,Parents/Family,Late majority,Up to 10km,Night,7,Yes - if price right,1.0,4500.0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,,,1.0,0.0,,0.0,1.0,1.0,0.0,1.0,,1.0,0,1,0,0,1,0,0,0,0,0
R0079,Recreational_Adult,19-25,Male,Metro,Other,75K-150K,12th/Diploma,Occasional,0,3,Not interested,4,1001-2500,150-199,100-149,400-499,300-399,Up to 499,1-200,3-4/week,Friends/Teammates,Early majority,Up to 3km,Evening,8,Unlikely,0.0,1556.0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,1,0
R0080,Corporate_Fan,19-25,Male,Tier 2,Other,75K-150K,Bachelors,Occasional,0,4,Active,2,501-1000,150-199,250-299,300-399,600-799,2000-3000,201-500,Daily,Self,Early majority,Any distance,Night,9,Maybe,,941.0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
R0081,Semi_Pro,19-25,Male,Metro,College student,40K-75K,Masters+,Competitive,3-4,5,Occasional,4,501-1000,150-199,300-349,400-499,500-599,2000-3000,1-200,1-2/week,Coach,Late majority,Up to 3km,Evening,10,Yes - definitely,1.0,1185.0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,0,0,0,0,0,1,0,0,0,0
R0082,Recreational_Adult,19-25,Male,Metro,Salaried private,20K-40K,Masters+,Fan only,3-4,2,Occasional,3,1001-2500,100-149,150-199,200-299,300-399,1000-1999,1-200,3-4/week,Self,Early adopter,Any distance,Early morning,6,Unlikely,0.0,1058.0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0,1,0,0,0,1,0,0,1,0
